id,movie_id,linked_movie_id,link_type_id
6958,34783,41441,1
6959,34867,30326,1
6960,34981,60749,9
6961,36533,56719,5
6962,36617,48424,3
6963,37383,9805,5
6964,38179,61659,3
6965,38613,20832,1
6966,38655,19695,1
6967,39118,75740,3
6968,39840,97130,3
6969,40199,75618,5
6970,40734,59166,3
6971,41112,93959,5
6972,41171,86966,5
6973,41653,83336,1
6974,42369,64361,5
6975,42524,28153,1
6976,42693,27187,12
6977,42829,79201,9
6978,42882,12010,1
6979,43054,65277,3
6980,43127,28291,1
6981,44595,77935,9
6982,44650,40302,1
6983,45493,34898,1
6984,46804,21328,1
6985,46919,86474,5
6986,47290,40141,1
6987,48994,24159,1
6988,49178,17678,1
6989,49922,71375,3
6990,50145,42489,1
6991,51030,34595,1
6992,52494,38094,1
6993,52525,24111,1
6994,53186,34038,1
6995,55101,52088,1
6996,55471,48478,1
6997,55769,42761,1
6998,56592,43666,9
6999,57148,22852,12
7000,57982,23515,1
7001,59628,41112,9
7002,60020,17031,3
7003,60642,45703,1
7004,60813,53963,1
7005,61377,98661,5
7006,61389,36730,1
7007,61561,52489,1
7008,61787,70226,5
7009,63526,39013,12
7010,64101,98442,1
7011,64971,45914,12
7012,65141,32904,1
7013,65627,36131,1
7014,66254,52106,1
7015,66792,93139,12
7016,67202,54398,1
7017,67385,16197,9
7018,67515,74273,9
7019,67740,62981,1
7020,67756,73012,5
7021,67917,54059,1
7022,67987,62426,5
7023,68604,61935,1
7024,68889,91765,9
7025,69219,59916,1
7026,69436,42333,1
7027,69800,52676,1
7028,70139,20517,12
7029,71187,49090,1
7030,71664,57850,1
7031,73190,55003,1
7032,73549,15275,3
7033,74425,97393,1
7034,74672,35739,1
7035,75127,51283,12
7036,75936,99149,3
7037,76854,84950,5
7038,76953,47939,1
7039,77344,68247,1
7040,78858,64483,1
7041,78992,53376,1
7042,79202,71716,9
7043,79240,78877,1
7044,79503,60354,1
7045,79827,61129,9
7046,80303,22195,3
7047,80347,75674,3
7048,80396,70409,5
7049,81066,57076,1
7050,81198,31208,1
7051,81242,93423,9
7052,82044,58376,1
7053,82299,6803,12
7054,83539,38306,9
7055,84294,80475,1
7056,84621,32406,9
7057,84845,67214,9
7058,85426,24680,1
7059,87255,91390,9
7060,87808,40318,12
7061,87948,28043,5
7062,89344,41833,9
7063,89758,97798,5
7064,91966,45973,5
7065,92661,40034,1
7066,94353,88906,1
7067,95240,84573,1
7068,95246,84798,1
7069,95331,46812,12
7070,95907,88942,1
7071,96050,92224,12
7072,96652,75769,1
7073,97209,94660,9
7074,97512,88486,1
7075,97590,89961,3
7076,97677,75831,1
7077,97744,67260,1
7078,98082,87777,1
7079,98730,82569,1
7080,99567,50669,1
7081,266,55769,9
7082,683,96650,1
7083,992,50183,3
7084,1317,56239,12
7085,1393,75936,3
7086,1591,74140,5
7087,2132,78370,12
7088,2756,69958,1
7089,3889,92074,3
7090,4148,34748,9
7091,4191,88638,1
7092,7699,68586,5
7093,9969,568,1
7094,10534,83074,3
7095,10829,92920,5
7096,12199,72101,3
7097,12291,78412,3
7098,12366,99737,1
7099,12527,84941,5
7100,12726,39730,3
7101,12901,62285,5
7102,13138,7955,1
7103,13701,71039,5
7104,14234,99471,12
7105,16180,17432,5
7106,16333,63483,1
7107,16648,37705,1
7108,16822,7833,1
7109,18112,70452,3
7110,18865,88856,1
7111,19377,11230,1
7112,21654,20490,5
7113,21694,23948,5
7114,22239,97106,5
7115,22402,1544,1
7116,23685,91879,9
7117,24129,18447,5
7118,24431,2334,5
7119,24568,28974,12
7120,26081,81596,3
7121,26892,34772,3
7122,27240,74436,5
7123,28372,59683,12
7124,28936,7941,1
7125,29541,68800,9
7126,29637,66779,12
7127,30120,25374,1
7128,30300,22761,12
7129,30786,89355,9
7130,31767,25783,1
7131,31952,98004,3
7132,32671,21128,9
7133,32982,2709,3
7134,35230,59784,9
7135,35245,10759,1
7136,35532,78992,9
7137,35920,11233,12
7138,36151,39420,5
7139,36267,31613,12
7140,36393,91941,5
7141,36517,79201,9
7142,37724,99015,1
7143,37863,98122,5
7144,38010,36703,12
7145,38528,6542,5
7146,39090,95233,5
7147,39259,24986,5
7148,39313,34211,1
7149,40257,74573,12
7150,40480,71467,1
7151,42131,12263,9
7152,42977,22359,1
7153,43031,13172,1
7154,43304,19463,9
7155,43557,5846,1
7156,43913,34559,1
7157,45033,34279,12
7158,47258,49994,5
7159,48181,36782,9
7160,48377,28152,1
7161,48765,43933,1
7162,48817,41247,1
7163,49299,96859,9
7164,49348,59652,5
7165,50330,98122,1
7166,50366,37030,1
7167,50965,99118,1
7168,51504,43557,9
7169,52772,46446,1
7170,53069,45894,1
7171,53123,95047,5
7172,53521,17597,5
7173,53625,53483,5
7174,53656,59784,1
7175,53697,9769,1
7176,54180,39790,1
7177,54198,34646,9
7178,54262,27899,1
7179,54480,51472,5
7180,54796,42044,9
7181,58328,33131,1
7182,58932,45176,1
7183,59297,79240,9
7184,59421,10844,5
7185,60241,47115,1
7186,61309,74672,3
7187,61367,55589,1
7188,61396,59282,12
7189,61710,44197,1
7190,63574,49795,1
7191,64393,59658,1
7192,64520,90839,5
7193,65833,89442,12
7194,66292,24185,3
7195,66583,51472,9
7196,66805,47219,1
7197,67676,30441,1
7198,68564,76503,1
7199,71080,32044,9
7200,72125,17605,5
7201,72178,50643,5
7202,72446,62095,1
7203,72800,67304,1
7204,73169,66674,1
7205,74009,47412,5
7206,74873,65937,1
7207,74969,55963,9
7208,75405,69436,1
7209,75942,49190,5
7210,76119,72108,1
7211,76822,69751,5
7212,77034,21803,1
7213,77228,91558,9
7214,77254,51924,1
7215,77451,66950,3
7216,77671,62020,1
7217,78000,3504,5
7218,78013,41848,1
7219,78080,72591,1
7220,78195,87408,5
7221,78798,53761,5
7222,79082,53978,1
7223,79373,97202,3
7224,80767,68965,1
7225,80826,75769,1
7226,80828,96694,1
7227,81585,32982,12
7228,81807,73149,1
7229,82730,62105,1
7230,82976,64467,1
7231,83004,74473,5
7232,83337,78720,1
7233,83390,76123,1
7234,83813,46267,9
7235,84542,28987,5
7236,84855,26287,12
7237,84973,67015,1
7238,85573,43575,9
7239,85843,21328,3
7240,86110,78342,1
7241,86195,78089,1
7242,86428,80826,12
7243,87298,19971,1
7244,87644,88519,12
7245,87676,79260,1
7246,88411,51142,5
7247,88656,77367,3
7248,89265,85707,1
7249,89373,99580,1
7250,89606,54273,5
7251,90676,36381,5
7252,90753,52443,5
7253,92096,1974,1
7254,93923,12094,9
7255,93943,88445,1
7256,93975,94687,3
7257,94107,85986,1
7258,94262,80212,5
7259,94456,51278,1
7260,94762,72434,9
7261,95012,83306,1
7262,95275,48520,9
7263,96496,68971,1
7264,97161,35534,12
7265,97184,73249,9
7266,97549,43894,12
7267,97885,88055,5
7268,99322,84511,1
7269,282,35458,5
7270,892,17342,5
7271,2113,2581,9
7272,2266,36182,3
7273,2958,47863,5
7274,4108,58208,12
7275,5161,34196,1
7276,5491,96708,1
7277,6614,72412,1
7278,6823,39425,5
7279,8686,3102,1
7280,8890,66292,1
7281,10668,73319,9
7282,11943,21774,5
7283,12810,12823,9
7284,13527,1691,5
7285,15026,5252,1
7286,15184,64460,3
7287,17041,46427,3
7288,18634,15946,12
7289,18921,29490,9
7290,19734,38448,3
7291,20006,50751,3
7292,20048,7606,1
7293,20472,64287,12
7294,22133,87808,1
7295,22346,96755,5
7296,22582,90839,12
7297,24266,8999,1
7298,24393,20616,5
7299,24710,51054,12
7300,25689,4835,9
7301,26377,90147,5
7302,27413,68599,3
7303,27455,89096,5
7304,27761,14366,1
7305,28039,17832,1
7306,28310,22133,12
7307,29202,38075,3
7308,29839,21827,1
7309,30750,87985,9
7310,31751,30307,3
7311,32507,17678,1
7312,32542,24111,1
7313,32706,96693,12
7314,32979,86942,3
7315,33390,71032,5
7316,33742,14005,1
7317,34169,11135,12
7318,34381,27824,1
7319,34473,30772,9
7320,37146,48296,12
7321,37166,30441,1
7322,37571,55638,1
7323,37777,40666,12
7324,38049,38088,12
7325,38921,21973,1
7326,40478,58355,9
7327,40575,77805,12
7328,41367,20387,3
7329,42203,85008,9
7330,42316,88923,12
7331,42350,1392,9
7332,42699,70872,5
7333,43242,29063,1
7334,43296,84780,3
7335,43344,34883,1
7336,43415,24248,5
7337,43436,31104,1
7338,44124,1872,1
7339,44608,8779,3
7340,45293,40107,1
7341,45323,37881,1
7342,45460,87822,9
7343,46017,94262,3
7344,46060,41023,1
7345,46577,24447,1
7346,46582,40065,1
7347,46994,39621,1
7348,47218,45759,9
7349,48798,36677,9
7350,49150,41767,1
7351,50511,96130,5
7352,51107,71655,9
7353,51732,11143,1
7354,51754,55860,3
7355,52285,47173,5
7356,52304,40331,1
7357,53107,88187,12
7358,54678,48715,1
7359,55066,48327,1
7360,55295,93506,12
7361,56073,19253,3
7362,56986,26667,9
7363,57273,10549,3
7364,57611,82601,3
7365,60733,31317,1
7366,61845,34636,1
7367,62637,52494,1
7368,63402,91797,3
7369,64610,52703,3
7370,64977,57814,1
7371,66614,52053,1
7372,67460,22763,1
7373,67472,27807,5
7374,67768,40077,5
7375,68578,55724,1
7376,69355,90903,1
7377,70166,63362,1
7378,71111,59424,1
7379,72287,74009,5
7380,72650,63134,1
7381,72977,68150,9
7382,74928,62830,1
7383,75309,53876,3
7384,75822,77216,1
7385,76605,60658,5
7386,76781,18563,9
7387,77253,52896,9
7388,77545,56385,1
7389,77559,71464,1
7390,78111,56737,12
7391,78269,65907,1
7392,78687,16406,1
7393,79297,20197,3
7394,79844,54424,5
7395,81007,32318,12
7396,81071,25306,1
7397,81258,75134,1
7398,81586,79488,3
7399,81744,49739,9
7400,81988,74288,1
7401,81996,69573,1
7402,82693,59359,1
7403,83015,62749,1
7404,83510,54181,1
7405,83671,73903,9
7406,84154,15179,1
7407,84839,49295,3
7408,85074,70558,3
7409,86273,84784,5
7410,86554,72699,1
7411,87116,66254,1
7412,87418,5864,9
7413,88057,32722,5
7414,88088,78391,5
7415,88531,56970,12
7416,89580,6951,1
7417,89978,40915,5
7418,90079,35745,1
7419,90853,72418,1
7420,91117,56271,5
7421,91118,69085,5
7422,91204,56774,9
7423,91354,43385,9
7424,91473,77970,1
7425,92156,62345,12
7426,92301,74861,5
7427,92369,85808,1
7428,92864,53697,12
7429,93141,80535,1
7430,93211,65482,1
7431,93343,16521,1
7432,93541,17205,5
7433,93739,69060,1
7434,95643,16649,12
7435,96052,75442,1
7436,96314,23632,3
7437,96639,9873,5
7438,97045,44220,1
7439,97618,34381,12
7440,97974,65083,1
7441,98164,64839,9
7442,98372,89301,1
7443,98820,86974,1
7444,98864,93655,1
7445,99117,28986,5
7446,99220,75746,5
7447,99526,7742,12
7448,99888,77038,1
7449,19,76612,1
7450,76,99503,3
7451,133,97467,1
7452,168,64388,1
7453,466,119,3
7454,1178,59745,5
7455,1312,65748,5
7456,1635,90280,5
7457,2154,36717,1
7458,2412,19469,1
7459,2531,71572,12
7460,2824,76952,1
7461,3238,47323,9
7462,3499,83532,12
7463,3955,55766,5
7464,4615,24345,5
7465,4798,18489,1
7466,5147,16548,3
7467,5867,64287,1
7468,6020,64401,5
7469,6826,11143,1
7470,6965,75983,3
7471,6983,88091,1
7472,7392,61402,12
7473,7624,12810,9
7474,7956,62533,9
7475,8112,75050,9
7476,9340,53063,9
7477,9425,96846,12
7478,10123,54071,3
7479,10318,99444,3
7480,10527,246,9
7481,10579,78391,1
7482,12257,30909,5
7483,12902,46966,12
7484,13096,41455,3
7485,13327,88790,3
7486,13351,9170,5
7487,13459,23143,3
7488,13952,38337,3
7489,14997,91663,12
7490,15145,10275,12
7491,15291,8203,1
7492,15310,87886,5
7493,15606,86409,12
7494,16229,87132,5
7495,16346,93512,9
7496,16601,32499,12
7497,16962,1658,5
7498,18001,4446,9
7499,18163,43310,5
7500,18564,6942,1
7501,18707,12402,12
7502,18784,434,12
7503,19157,32662,9
7504,19266,77295,5
7505,20347,36198,5
7506,20888,19565,1
7507,20892,17800,12
7508,21054,9669,5
7509,21339,17811,1
7510,21956,96340,12
7511,22137,90903,3
7512,22158,96975,3
7513,22188,20563,9
7514,22383,4777,1
7515,22393,56487,1
7516,22814,32,9
7517,23438,11236,5
7518,24029,20350,1
7519,24587,21319,3
7520,25141,81568,5
7521,25384,2132,1
7522,25564,29202,5
7523,25654,16909,5
7524,25701,15026,1
7525,25774,19729,12
7526,26093,93971,9
7527,26682,66898,9
7528,27031,93004,5
7529,27243,17391,1
7530,27365,31180,9
7531,27672,90563,1
7532,27675,43402,1
7533,27916,34381,3
7534,27987,48602,3
7535,28797,84306,3
7536,28981,28310,5
7537,28995,7333,1
7538,29002,15880,1
7539,29196,22402,1
7540,29836,12018,5
7541,29979,29766,1
7542,30331,15746,1
7543,30348,22208,5
7544,30552,95128,5
7545,32259,25616,1
7546,32969,8954,5
7547,33011,27847,1
7548,33444,26012,1
7549,33508,39352,3
7550,33865,48345,1
7551,34245,19258,9
7552,34427,9009,1
7553,34757,91805,3
7554,35650,27752,1
7555,35774,64904,1
7556,35886,4679,9
7557,36815,5153,3
7558,37416,45033,5
7559,38108,32970,1
7560,38406,71939,5
7561,38522,22312,1
7562,38601,11523,1
7563,39168,34837,9
7564,39221,12184,3
7565,39258,27865,1
7566,39379,434,9
7567,39575,25047,9
7568,40195,42967,9
7569,40542,23446,1
7570,40933,34898,1
7571,41220,75613,5
7572,41379,8078,1
7573,41399,637,1
7574,41527,31625,12
7575,41905,12018,3
7576,42171,44407,9
7577,42568,28962,1
7578,43595,22106,12
7579,43673,29104,5
7580,44353,22208,9
7581,45726,2873,1
7582,46012,97000,1
7583,46596,30323,1
7584,46631,7605,1
7585,47032,37069,1
7586,47774,91663,1
7587,47927,14286,3
7588,48053,37853,1
7589,48067,35245,1
7590,48178,79216,5
7591,48279,39146,1
7592,48813,43253,1
7593,48855,34162,1
7594,49028,55344,5
7595,49128,9769,1
7596,49408,29101,3
7597,49839,42071,5
7598,49948,49083,12
7599,50289,7288,1
7600,50584,34723,1
7601,50598,14551,1
7602,51051,95745,9
7603,51506,21196,9
7604,51706,44588,1
7605,52086,35310,1
7606,52134,78111,9
7607,52469,33110,12
7608,52574,15115,9
7609,53471,47294,1
7610,54344,48793,1
7611,55087,11490,5
7612,55264,34261,1
7613,55553,87522,3
7614,56411,36334,12
7615,56514,51345,12
7616,56710,29412,12
7617,57010,61586,9
7618,57849,42977,3
7619,57902,31368,5
7620,57934,57798,3
7621,58152,24444,12
7622,58530,2722,1
7623,58591,8669,5
7624,59037,52692,1
7625,59099,55918,12
7626,59290,19157,12
7627,60129,55918,12
7628,60194,98990,12
7629,60523,82458,3
7630,60894,37166,1
7631,60920,27672,9
7632,61174,33142,9
7633,61275,27240,12
7634,62408,40706,3
7635,63331,39474,1
7636,63343,59685,9
7637,63828,58759,5
7638,64447,27652,1
7639,64570,31588,1
7640,65146,59420,1
7641,66166,57902,9
7642,66217,53950,12
7643,66864,64134,9
7644,67016,19901,1
7645,67615,40867,9
7646,68317,60642,1
7647,68616,61938,1
7648,68910,62231,1
7649,70359,37048,1
7650,70678,48156,1
7651,70760,59608,1
7652,70790,53302,9
7653,71074,63707,1
7654,71242,51506,5
7655,71447,58932,1
7656,72365,63278,1
7657,72409,60999,12
7658,72530,14255,1
7659,73388,13459,9
7660,73618,19384,5
7661,73778,8076,3
7662,73868,47211,1
7663,74226,87406,3
7664,74341,92410,9
7665,74533,52134,9
7666,74753,68918,1
7667,74803,65682,1
7668,75206,57293,1
7669,75526,64279,1
7670,76459,1401,1
7671,76559,40933,12
7672,76727,81873,9
7673,77108,74541,1
7674,77288,67640,5
7675,77355,31483,5
7676,77911,63224,1
7677,78078,66734,1
7678,78133,75701,12
7679,78309,94730,5
7680,78615,62398,1
7681,78675,15760,12
7682,78825,62687,1
7683,79005,71589,1
7684,79031,58759,3
7685,79121,26404,5
7686,79745,64690,5
7687,80246,55885,12
7688,80533,51894,12
7689,80587,8955,12
7690,80805,63123,5
7691,80911,72650,1
7692,80980,27941,9
7693,81135,65646,1
7694,81412,60712,3
7695,81656,53302,12
7696,83230,51148,3
7697,83364,74140,1
7698,83831,75498,1
7699,83874,79765,1
7700,84655,95470,9
7701,84757,12402,1
7702,84785,64690,9
7703,84978,69889,3
7704,84987,42365,5
7705,85388,53063,5
7706,85607,39635,5
7707,85789,59545,9
7708,86057,67973,9
7709,86067,80691,1
7710,86127,15171,12
7711,86898,43208,9
7712,87593,85970,5
7713,87618,6003,3
7714,87789,82951,1
7715,87830,81483,1
7716,87924,80738,1
7717,88003,80009,1
7718,89138,10527,3
7719,89658,66331,9
7720,89976,65964,12
7721,90044,29844,12
7722,90074,70809,1
7723,90143,84199,1
7724,90887,24923,9
7725,90934,51345,3
7726,91090,85277,1
7727,91522,30003,12
7728,92137,76121,1
7729,92648,80430,5
7730,92798,68803,1
7731,93337,50289,1
7732,93912,67645,1
7733,93967,74007,1
7734,94093,64314,1
7735,94621,36095,1
7736,94653,38297,1
7737,94827,83694,12
7738,95031,90260,1
7739,95187,81610,1
7740,95191,88713,1
7741,95263,45820,3
7742,95504,89392,9
7743,95514,85750,3
7744,96337,93554,1
7745,96587,70917,5
7746,97055,51139,12
7747,97491,83324,9
7748,97529,93507,1
7749,97629,14012,1
7750,98523,82976,1
7751,99170,49976,3
7752,99540,87954,1
7753,99756,84624,3
7754,908,91117,9
7755,1099,98765,9
7756,2536,10812,1
7757,3271,18862,9
7758,3428,90938,1
7759,3484,66364,3
7760,3839,45674,3
7761,4239,86568,5
7762,4365,78084,5
7763,4864,19137,12
7764,5310,62755,3
7765,6024,13307,12
7766,6257,92967,12
7767,7090,94793,1
7768,7439,96914,1
7769,8181,85414,5
7770,8782,52134,5
7771,8964,94703,3
7772,13720,1339,1
7773,14530,68222,1
7774,14694,89678,9
7775,14915,6942,9
7776,15067,97415,3
7777,15607,45677,12
7778,16091,35810,5
7779,17202,42435,9
7780,17387,70632,12
7781,17399,35556,9
7782,17622,66231,3
7783,17650,13553,3
7784,18583,3484,9
7785,18928,47224,9
7786,19683,89401,5
7787,19880,44261,12
7788,20451,97974,12
7789,22071,63780,1
7790,23769,27987,1
7791,24453,8113,1
7792,24607,92745,9
7793,25988,25722,1
7794,27184,65736,5
7795,27515,56693,5
7796,27684,82245,9
7797,27959,92009,3
7798,28271,59651,1
7799,28885,17650,9
7800,30725,65554,5
7801,31551,28090,1
7802,31728,22621,1
7803,31972,80444,1
7804,32761,68066,1
7805,33782,7005,5
7806,34964,87913,1
7807,35455,91423,1
7808,36073,88891,3
7809,36604,77144,5
7810,36710,48891,5
7811,37761,23515,1
7812,37823,31654,3
7813,38017,34157,3
7814,39576,29471,1
7815,39664,22525,1
7816,40058,39923,9
7817,40087,22188,1
7818,41333,32904,1
7819,41466,98684,9
7820,42039,61943,12
7821,42067,20048,1
7822,42855,17932,5
7823,42939,83958,12
7824,43360,30936,1
7825,44276,33238,1
7826,44455,64295,12
7827,44556,25560,1
7828,45456,20088,3
7829,46506,9616,1
7830,47475,41226,5
7831,48336,6307,5
7832,48919,44986,12
7833,49196,32542,1
7834,49907,6098,3
7835,50090,91693,3
7836,50640,38212,5
7837,50703,39625,12
7838,50868,92696,3
7839,51109,2412,12
7840,51331,66217,1
7841,51574,16981,9
7842,52854,42451,5
7843,52916,46888,1
7844,53049,44059,5
7845,54019,45703,1
7846,54194,46080,1
7847,54841,87428,5
7848,55255,36730,1
7849,56022,51047,1
7850,56518,96377,12
7851,56711,50944,1
7852,57730,45103,1
7853,58258,22455,12
7854,58720,50186,1
7855,58788,19456,5
7856,58857,60030,5
7857,59249,13396,1
7858,59352,90360,3
7859,60004,93264,3
7860,62414,41906,12
7861,63990,50984,1
7862,64144,58613,1
7863,64552,36699,5
7864,65400,83621,9
7865,65638,57409,1
7866,66109,74803,12
7867,66774,38649,9
7868,66920,78934,3
7869,67328,54797,1
7870,67777,62398,1
7871,67834,29402,3
7872,67901,45571,1
7873,67905,21099,9
7874,67996,24444,5
7875,68671,89432,1
7876,71057,65453,1
7877,71837,94695,9
7878,71872,66307,1
7879,72477,84800,5
7880,72668,61915,1
7881,73134,67260,1
7882,73429,65621,1
7883,73555,11725,12
7884,73795,48668,1
7885,73844,65630,1
7886,74763,66617,1
7887,75162,60733,1
7888,75200,94517,1
7889,76077,50573,12
7890,78566,51980,3
7891,78706,67083,3
7892,79153,4339,5
7893,79417,74004,1
7894,79726,30735,9
7895,79946,56032,1
7896,79974,14830,3
7897,80860,61116,1
7898,81282,68578,1
7899,83112,52854,5
7900,83224,7832,9
7901,83312,78406,1
7902,84461,41796,12
7903,87506,61518,1
7904,88341,82181,1
7905,89899,76036,1
7906,90218,14934,9
7907,90472,77206,1
7908,90502,75831,1
7909,91319,73190,1
7910,91885,76119,1
7911,92797,67439,1
7912,92939,80499,1
7913,93161,91693,5
7914,93629,70419,1
7915,93663,92984,1
7916,93829,93763,5
7917,94249,93161,3
7918,95237,84785,5
7919,97035,81953,9
7920,97159,20197,9
7921,97485,92217,1
7922,97499,92557,1
7923,98297,61140,1
7924,99736,42267,5
7925,99758,70710,12
7926,4340,95263,12
7927,5043,57570,5
7928,6776,92324,12
7929,7112,57436,9
7930,7532,70047,3
7931,9482,9321,9
7932,11926,72204,9
7933,13659,47617,5
7934,14679,61108,12
7935,14775,43595,1
7936,15709,14569,5
7937,16843,68406,5
7938,17123,9425,9
7939,17272,89136,9
7940,17846,12993,1
7941,18822,91211,9
7942,18832,27048,5
7943,19872,6826,1
7944,19900,43342,3
7945,20389,1680,12
7946,20902,48128,5
7947,21042,86693,9
7948,21126,34002,3
7949,21214,8786,1
7950,21217,96087,3
7951,21834,59065,9
7952,22529,82063,3
7953,22724,73783,9
7954,23269,29717,1
7955,23437,73520,1
7956,24335,35224,5
7957,25464,29300,9
7958,26064,23217,3
7959,26586,26038,5
7960,26672,35277,5
7961,26790,61909,9
7962,27475,22300,5
7963,28329,2988,1
7964,28738,63363,3
7965,28747,16059,1
7966,29392,10750,12
7967,30485,23564,1
7968,30573,97234,9
7969,30597,16808,1
7970,31145,21011,12
7971,31710,86806,5
7972,31847,82622,12
7973,32426,94455,5
7974,33645,6532,1
7975,33888,40027,5
7976,33983,30243,1
7977,34175,21470,1
7978,34991,30492,1
7979,35655,29749,1
7980,37913,97309,1
7981,39490,29002,1
7982,40098,48401,1
7983,41244,15785,12
7984,42721,55841,5
7985,43299,29250,1
7986,43439,12899,5
7987,44131,37882,1
7988,44253,86822,5
7989,44858,10893,3
7990,45182,76831,9
7991,45262,33686,1
7992,46063,66166,1
7993,46762,73067,12
7994,47887,63095,12
7995,48366,28423,5
7996,48929,29045,1
7997,49759,43491,5
7998,50121,34413,3
7999,51522,39258,1
8000,51776,42423,3
8001,51972,36490,1
8002,52165,44650,1
8003,52194,13307,5
8004,52753,32259,1
8005,53092,32198,3
8006,55004,4260,9
8007,55041,83919,12
8008,56387,48112,1
8009,56549,40451,12
8010,56752,15067,12
8011,57007,47996,5
8012,57614,35705,12
8013,58013,45155,1
8014,58142,66350,12
8015,58553,14830,9
8016,58718,52118,1
8017,60088,49128,1
8018,61317,89673,5
8019,62387,95464,1
8020,64642,59608,1
8021,64920,58707,1
8022,64969,29031,12
8023,65210,31710,5
8024,65813,59604,1
8025,66564,65813,3
8026,66930,33678,1
8027,67120,1794,12
8028,67667,47939,1
8029,67689,64133,3
8030,67718,48279,1
8031,68473,60599,1
8032,68504,61660,1
8033,68773,54845,1
8034,69239,55019,1
8035,70878,41402,1
8036,71370,54335,1
8037,71582,40196,1
8038,71681,57730,9
8039,71853,66012,1
8040,72306,90259,3
8041,72954,26189,1
8042,73467,72459,5
8043,73482,54782,5
8044,73705,38532,1
8045,74153,67202,1
8046,74963,69955,1
8047,75180,69162,9
8048,75517,81039,5
8049,75821,54181,1
8050,75923,79753,5
8051,75945,56711,1
8052,76434,61028,1
8053,76588,64913,1
8054,77754,72258,1
8055,78100,20754,1
8056,79281,77415,1
8057,79589,48304,12
8058,79905,639,5
8059,80032,79394,12
8060,80495,65482,1
8061,81057,66101,1
8062,81370,55389,3
8063,81506,69412,1
8064,81960,34900,12
8065,84130,89385,12
8066,84858,25687,12
8067,85748,75831,1
8068,85759,78010,1
8069,86071,72478,1
8070,86694,65146,1
8071,87317,35981,9
8072,87633,70246,5
8073,87713,82339,1
8074,87748,55625,3
8075,89192,67891,1
8076,89657,80911,1
8077,90525,75206,1
8078,90549,33277,5
8079,90625,76203,1
8080,90682,67982,1
8081,90804,60058,3
8082,90947,89149,1
8083,92312,68060,1
8084,92429,78100,9
8085,93875,82441,1
8086,93919,74763,1
8087,94182,89314,1
8088,94491,47676,1
8089,94774,42261,1
8090,94905,82888,1
8091,96188,29058,5
8092,96471,38803,9
8093,96541,93201,9
8094,96564,54327,5
8095,96714,20010,9
8096,96811,91851,1
8097,99307,93825,1
8098,99504,93798,1
8099,1126,83204,3
8100,3059,50321,9
8101,3935,96714,1
8102,4628,97833,3
8103,4894,67508,5
8104,5884,16611,12
8105,6432,67712,12
8106,6688,43776,1
8107,9112,54760,5
8108,9439,39490,5
8109,10090,40804,1
8110,10328,90729,12
8111,11132,6004,1
8112,11461,41232,5
8113,12863,26487,3
8114,13087,41021,12
8115,13223,93105,12
8116,18501,93919,12
8117,18724,84037,3
8118,19610,7514,1
8119,20104,12032,1
8120,20551,59092,1
8121,20864,16834,1
8122,21193,9107,1
8123,21741,8103,3
8124,22653,59891,3
8125,23085,40373,1
8126,23848,28306,3
8127,24155,67407,9
8128,25744,4801,5
8129,26297,89715,1
8130,27422,18900,1
8131,27593,10152,12
8132,28212,13982,1
8133,29157,1759,9
8134,29212,21514,1
8135,29758,38550,3
8136,30629,58877,9
8137,31322,75095,12
8138,32010,97766,3
8139,32015,27899,1
8140,32459,41473,1
8141,32551,74479,1
8142,33309,11600,1
8143,33424,83879,5
8144,34343,98313,9
8145,34508,47754,3
8146,34594,14877,5
8147,35241,23831,9
8148,35399,60738,9
8149,35451,7698,9
8150,35754,4958,9
8151,35913,44253,5
8152,36249,25754,1
8153,39720,41636,1
8154,40091,27819,1
8155,40253,17908,3
8156,41098,24779,1
8157,41592,52871,12
8158,41632,36490,1
8159,42354,88027,9
8160,42596,71785,9
8161,42781,91629,9
8162,43103,36383,1
8163,43317,24453,1
8164,43606,20455,1
8165,44606,29808,12
8166,44792,92836,3
8167,44987,41890,5
8168,44989,34778,1
8169,45630,93161,12
8170,45653,17084,1
8171,45810,3072,12
8172,45979,12704,9
8173,46902,37581,1
8174,46974,854,1
8175,47256,21354,1
8176,48203,33983,1
8177,48433,57495,9
8178,48600,69168,9
8179,49466,42432,9
8180,49914,71140,5
8181,51641,67436,1
8182,51841,55791,12
8183,52162,91882,1
8184,54143,29562,12
8185,55164,27761,1
8186,55183,36304,12
8187,55217,85954,3
8188,56419,95863,3
8189,56900,49090,1
8190,57691,85954,5
8191,58249,42378,3
8192,58268,16700,1
8193,59256,60710,3
8194,59289,86858,9
8195,59310,98386,9
8196,59404,45496,3
8197,60019,47032,1
8198,60159,94359,5
8199,60497,52285,1
8200,60545,52799,1
8201,60656,53376,1
8202,60744,41044,3
8203,61026,32743,5
8204,61489,55003,1
8205,63226,25065,9
8206,63474,58718,1
8207,64222,59486,1
8208,64568,80589,1
8209,64637,51522,1
8210,65512,60823,1
8211,66683,28461,3
8212,68414,25395,3
8213,68468,64609,1
8214,69272,62928,1
8215,69513,12348,9
8216,70110,56235,1
8217,70626,42261,12
8218,70884,25413,1
8219,70926,83767,9
8220,71416,39704,5
8221,71844,67046,1
8222,72638,65922,1
8223,73262,69204,1
8224,73309,69647,1
8225,73803,87637,5
8226,74091,45418,9
8227,74307,60280,1
8228,74961,88771,9
8229,75798,18588,5
